,_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
323,87195da56ffffff,53.0,5.0,1.0,0.0,34.0,50.0,3.0,23.0,8.0,6.0,8.0,63.0,304.0,29.0,20.0,88.0,2.0,5.0
324,87195da58ffffff,90.0,11.0,0.0,0.0,44.0,72.0,7.0,50.0,87.0,13.0,39.0,274.0,489.0,30.0,33.0,211.0,13.0,18.0
325,87195da59ffffff,76.0,4.0,3.0,0.0,41.0,58.0,3.0,43.0,29.0,11.0,29.0,123.0,439.0,55.0,32.0,144.0,5.0,27.0
326,87195da5affffff,60.0,3.0,7.0,0.0,31.0,25.0,1.0,15.0,13.0,1.0,10.0,168.0,376.0,15.0,12.0,162.0,12.0,13.0
327,87195da5bffffff,102.0,5.0,2.0,0.0,25.0,29.0,5.0,14.0,29.0,8.0,27.0,189.0,476.0,35.0,8.0,180.0,2.0,6.0
328,87195da5cffffff,74.0,6.0,0.0,0.0,27.0,32.0,2.0,10.0,24.0,5.0,11.0,137.0,353.0,20.0,19.0,118.0,4.0,3.0
329,87195da5dffffff,76.0,8.0,0.0,0.0,59.0,86.0,9.0,67.0,54.0,24.0,48.0,195.0,490.0,47.0,22.0,166.0,4.0,16.0
330,87195da5effffff,71.0,6.0,1.0,0.0,25.0,32.0,10.0,43.0,51.0,10.0,27.0,180.0,348.0,28.0,13.0,131.0,8.0,11.0
331,87195da60ffffff,59.0,4.0,10.0,0.0,37.0,47.0,7.0,12.0,24.0,4.0,12.0,85.0,280.0,34.0,19.0,118.0,2.0,5.0
332,87195da61ffffff,80.0,9.0,0.0,0.0,54.0,61.0,4.0,46.0,60.0,21.0,42.0,222.0,480.0,50.0,19.0,156.0,12.0,18.0
333,87195da62ffffff,76.0,4.0,3.0,0.0,61.0,95.0,5.0,45.0,31.0,10.0,30.0,149.0,580.0,41.0,18.0,141.0,4.0,20.0
334,87195da63ffffff,46.0,0.0,1.0,0.0,28.0,55.0,4.0,21.0,13.0,5.0,12.0,85.0,219.0,33.0,8.0,109.0,1.0,6.0
335,87195da64ffffff,69.0,5.0,0.0,0.0,45.0,41.0,1.0,24.0,21.0,9.0,19.0,83.0,321.0,31.0,18.0,109.0,2.0,9.0
336,87195da65ffffff,46.0,2.0,2.0,0.0,37.0,68.0,2.0,23.0,18.0,12.0,23.0,101.0,405.0,43.0,21.0,123.0,5.0,11.0
337,87195da66ffffff,46.0,1.0,5.0,0.0,25.0,39.0,1.0,16.0,16.0,2.0,10.0,53.0,222.0,20.0,9.0,90.0,0.0,10.0
338,87195da68ffffff,97.0,19.0,0.0,0.0,71.0,93.0,15.0,101.0,82.0,40.0,71.0,312.0,593.0,67.0,47.0,201.0,14.0,46.0
339,87195da69ffffff,126.0,3.0,0.0,0.0,80.0,100.0,14.0,116.0,89.0,72.0,83.0,350.0,752.0,86.0,75.0,271.0,7.0,40.0
340,87195da6affffff,104.0,7.0,1.0,0.0,61.0,107.0,5.0,67.0,38.0,34.0,50.0,169.0,512.0,53.0,86.0,195.0,11.0,16.0
341,87195da6bffffff,109.0,10.0,0.0,0.0,70.0,103.0,9.0,79.0,76.0,43.0,75.0,289.0,766.0,95.0,84.0,227.0,16.0,64.0
342,87195da6cffffff,76.0,6.0,0.0,0.0,51.0,92.0,5.0,63.0,61.0,20.0,43.0,326.0,552.0,53.0,31.0,184.0,4.0,14.0
343,87195da6dffffff,95.0,3.0,3.0,0.0,86.0,96.0,8.0,69.0,53.0,20.0,47.0,353.0,522.0,54.0,74.0,230.0,8.0,36.0
344,87195da6effffff,73.0,0.0,0.0,1.0,71.0,99.0,6.0,68.0,36.0,22.0,46.0,202.0,488.0,67.0,34.0,160.0,6.0,15.0
345,87195da70ffffff,14.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,9.0,5.0,12.0,0.0,2.0
346,87195da71ffffff,38.0,0.0,4.0,0.0,10.0,9.0,1.0,0.0,0.0,0.0,2.0,10.0,58.0,19.0,17.0,43.0,1.0,1.0
347,87195da72ffffff,14.0,1.0,1.0,0.0,7.0,2.0,4.0,3.0,1.0,1.0,2.0,7.0,39.0,6.0,7.0,42.0,1.0,2.0
348,87195da73ffffff,55.0,1.0,0.0,0.0,29.0,27.0,0.0,16.0,6.0,3.0,10.0,53.0,214.0,17.0,22.0,84.0,7.0,5.0
349,87195da74ffffff,66.0,2.0,1.0,0.0,29.0,71.0,1.0,19.0,20.0,9.0,18.0,99.0,315.0,22.0,14.0,107.0,7.0,11.0
350,87195da75ffffff,64.0,2.0,0.0,0.0,20.0,18.0,3.0,8.0,9.0,3.0,14.0,46.0,174.0,17.0,8.0,70.0,5.0,4.0
351,87195da76ffffff,7.0,0.0,4.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,10.0,53.0,13.0,6.0,18.0,1.0,0.0
352,87195da89ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
353,87195da8dffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
354,87195dac0ffffff,48.0,5.0,0.0,0.0,29.0,53.0,2.0,31.0,30.0,12.0,15.0,111.0,325.0,27.0,15.0,110.0,4.0,10.0
355,87195dac1ffffff,21.0,8.0,0.0,1.0,14.0,13.0,3.0,3.0,7.0,2.0,8.0,48.0,118.0,28.0,7.0,82.0,0.0,5.0
356,87195dac2ffffff,23.0,6.0,1.0,0.0,7.0,14.0,1.0,6.0,12.0,5.0,6.0,28.0,112.0,10.0,18.0,53.0,0.0,5.0
357,87195dac3ffffff,14.0,0.0,1.0,0.0,5.0,4.0,0.0,1.0,2.0,0.0,0.0,11.0,49.0,2.0,3.0,27.0,1.0,1.0
358,87195dac4ffffff,35.0,2.0,0.0,0.0,24.0,25.0,3.0,8.0,12.0,5.0,2.0,29.0,166.0,15.0,16.0,90.0,3.0,4.0
359,87195dac5ffffff,39.0,3.0,0.0,0.0,31.0,41.0,0.0,14.0,21.0,6.0,10.0,68.0,208.0,18.0,10.0,90.0,1.0,7.0
360,87195dac6ffffff,22.0,2.0,1.0,0.0,11.0,3.0,1.0,3.0,0.0,3.0,1.0,16.0,63.0,6.0,9.0,33.0,1.0,8.0
361,87195dac8ffffff,45.0,0.0,1.0,0.0,34.0,48.0,4.0,36.0,52.0,2.0,11.0,280.0,276.0,24.0,11.0,133.0,5.0,11.0
362,87195dac9ffffff,42.0,2.0,10.0,0.0,32.0,38.0,6.0,18.0,17.0,5.0,11.0,157.0,283.0,20.0,15.0,119.0,5.0,13.0
363,87195dacaffffff,65.0,0.0,2.0,0.0,35.0,49.0,5.0,26.0,56.0,10.0,14.0,193.0,400.0,36.0,21.0,148.0,6.0,11.0
364,87195dacbffffff,30.0,3.0,13.0,0.0,13.0,8.0,1.0,2.0,11.0,2.0,5.0,122.0,244.0,22.0,18.0,92.0,0.0,3.0
365,87195daccffffff,62.0,0.0,2.0,0.0,23.0,31.0,1.0,7.0,32.0,3.0,4.0,78.0,167.0,21.0,29.0,123.0,1.0,5.0
366,87195dacdffffff,68.0,1.0,6.0,0.0,29.0,38.0,3.0,9.0,22.0,3.0,6.0,83.0,200.0,24.0,25.0,101.0,3.0,5.0
367,87195daceffffff,39.0,0.0,1.0,0.0,21.0,14.0,1.0,4.0,15.0,1.0,2.0,38.0,117.0,8.0,9.0,71.0,1.0,7.0
368,87195dad0ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
369,87195dad1ffffff,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,8.0,12.0,0.0,1.0
370,87195dad4ffffff,18.0,0.0,12.0,0.0,8.0,19.0,1.0,3.0,4.0,4.0,2.0,18.0,71.0,7.0,5.0,38.0,1.0,4.0
371,87195dad5ffffff,10.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,32.0,3.0,12.0,29.0,0.0,2.0
372,87195dad8ffffff,47.0,0.0,9.0,0.0,23.0,30.0,8.0,5.0,16.0,3.0,3.0,57.0,191.0,15.0,13.0,136.0,1.0,4.0
373,87195dad9ffffff,40.0,0.0,1.0,0.0,16.0,15.0,1.0,2.0,6.0,2.0,2.0,47.0,160.0,12.0,17.0,120.0,2.0,5.0
374,87195dadaffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,87195dadbffffff,21.0,2.0,12.0,0.0,6.0,19.0,5.0,8.0,23.0,3.0,11.0,81.0,181.0,12.0,11.0,58.0,2.0,6.0
376,87195dadcffffff,45.0,9.0,3.0,0.0,21.0,51.0,6.0,14.0,20.0,4.0,14.0,79.0,199.0,31.0,18.0,84.0,8.0,9.0
377,87195daddffffff,68.0,1.0,0.0,0.0,20.0,39.0,2.0,8.0,19.0,3.0,4.0,60.0,182.0,15.0,15.0,95.0,3.0,7.0
378,87195dadeffffff,14.0,0.0,11.0,0.0,9.0,23.0,1.0,16.0,14.0,9.0,8.0,89.0,220.0,13.0,10.0,83.0,5.0,6.0
379,87195dae0ffffff,24.0,1.0,3.0,0.0,25.0,22.0,0.0,20.0,7.0,2.0,7.0,29.0,120.0,22.0,10.0,74.0,2.0,5.0
380,87195dae1ffffff,46.0,6.0,0.0,0.0,47.0,69.0,5.0,30.0,37.0,9.0,10.0,144.0,411.0,22.0,10.0,130.0,10.0,24.0
381,87195dae2ffffff,37.0,0.0,0.0,0.0,11.0,24.0,0.0,7.0,9.0,1.0,3.0,21.0,81.0,7.0,7.0,62.0,0.0,3.0
382,87195dae3ffffff,45.0,7.0,2.0,0.0,32.0,56.0,0.0,25.0,28.0,9.0,19.0,87.0,305.0,26.0,18.0,124.0,3.0,5.0
383,87195dae4ffffff,8.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,13.0,7.0,0.0,0.0
384,87195dae5ffffff,35.0,1.0,2.0,0.0,12.0,25.0,0.0,7.0,13.0,3.0,3.0,30.0,143.0,19.0,12.0,72.0,2.0,2.0
385,87195dae6ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
386,87195dae8ffffff,40.0,3.0,1.0,0.0,22.0,38.0,2.0,11.0,15.0,4.0,4.0,73.0,131.0,32.0,12.0,90.0,3.0,12.0
387,87195dae9ffffff,46.0,7.0,4.0,0.0,19.0,25.0,2.0,9.0,15.0,3.0,12.0,93.0,325.0,29.0,15.0,115.0,3.0,5.0
388,87195daeaffffff,80.0,3.0,1.0,0.0,35.0,33.0,2.0,15.0,43.0,7.0,11.0,133.0,266.0,18.0,7.0,127.0,2.0,5.0
389,87195daebffffff,42.0,6.0,3.0,0.0,16.0,31.0,2.0,8.0,13.0,2.0,7.0,89.0,231.0,22.0,10.0,101.0,3.0,14.0
390,87195daecffffff,56.0,14.0,0.0,0.0,35.0,67.0,4.0,42.0,49.0,10.0,28.0,159.0,440.0,33.0,13.0,112.0,9.0,9.0
391,87195daedffffff,80.0,10.0,1.0,0.0,53.0,66.0,10.0,54.0,51.0,14.0,23.0,246.0,438.0,52.0,12.0,165.0,10.0,11.0
392,87195daeeffffff,65.0,10.0,0.0,0.0,53.0,64.0,6.0,29.0,46.0,14.0,13.0,159.0,468.0,34.0,14.0,132.0,7.0,19.0
393,87195daf0ffffff,10.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,1.0,0.0,15.0,1.0,1.0
394,87195daf1ffffff,39.0,3.0,1.0,0.0,26.0,30.0,1.0,11.0,11.0,4.0,8.0,42.0,144.0,29.0,7.0,81.0,0.0,3.0
395,87195daf2ffffff,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.0,4.0,2.0,0.0,0.0
396,87195daf3ffffff,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,8.0,4.0,23.0,0.0,3.0
397,87195daf5ffffff,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0
398,87195db41ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
399,87195db43ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
400,87195db48ffffff,90.0,3.0,2.0,0.0,46.0,70.0,2.0,23.0,34.0,18.0,29.0,201.0,484.0,35.0,18.0,151.0,12.0,20.0
401,87195db49ffffff,92.0,4.0,0.0,0.0,37.0,64.0,1.0,20.0,42.0,5.0,19.0,158.0,359.0,37.0,18.0,143.0,5.0,13.0
402,87195db4affffff,33.0,0.0,0.0,0.0,10.0,17.0,1.0,1.0,0.0,1.0,2.0,9.0,36.0,5.0,3.0,41.0,0.0,4.0
403,87195db4bffffff,51.0,2.0,2.0,0.0,20.0,45.0,2.0,23.0,18.0,8.0,12.0,61.0,233.0,31.0,10.0,94.0,1.0,8.0
404,87195db4cffffff,0.0,0.0,2.0,0.0,5.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,5.0,8.0,10.0,23.0,0.0,1.0
405,87195db4dffffff,47.0,1.0,2.0,0.0,31.0,33.0,0.0,16.0,37.0,3.0,8.0,102.0,232.0,33.0,16.0,109.0,3.0,7.0
406,87195db4effffff,11.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,32.0,25.0,5.0,3.0,21.0,1.0,0.0
407,87195db58ffffff,14.0,1.0,0.0,0.0,4.0,7.0,2.0,0.0,1.0,0.0,2.0,3.0,14.0,8.0,4.0,21.0,0.0,0.0
408,87195db59ffffff,16.0,5.0,4.0,0.0,2.0,15.0,0.0,11.0,5.0,5.0,8.0,30.0,82.0,8.0,8.0,29.0,0.0,2.0
409,87195db5affffff,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,4.0,5.0,0.0,0.0
410,87195db5bffffff,48.0,1.0,1.0,0.0,21.0,29.0,1.0,10.0,18.0,4.0,9.0,40.0,171.0,21.0,11.0,77.0,3.0,7.0
411,87195db5cffffff,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
412,87195db5dffffff,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,9.0,2.0,1.0,11.0,1.0,1.0
413,87195db69ffffff,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,7.0,0.0,1.0,9.0,1.0,1.0
414,87195db6bffffff,27.0,0.0,1.0,0.0,16.0,11.0,0.0,4.0,13.0,2.0,5.0,45.0,119.0,8.0,7.0,93.0,0.0,2.0
