_index,population
87195da64ffffff,18683.824035119185
87195da65ffffff,18556.16692661723
87195da66ffffff,20630.99623098134
87195da68ffffff,58297.314696934794
87195da69ffffff,65512.504770006715
87195da6affffff,54180.505237483376
87195da6bffffff,63427.95244502095
87195da6cffffff,41277.56764702608
87195da6dffffff,60279.65148513812
87195da6effffff,41780.006587147545
87195da70ffffff,20769.7111066462
87195da71ffffff,20769.2008721291
87195da72ffffff,19944.207555786244
87195da73ffffff,20777.955680944633
87195da74ffffff,17828.41386513848
87195da75ffffff,20760.95933368101
87195da76ffffff,11415.384149188496
87195da89ffffff,70.19163765056574
87195da8dffffff,88.97263061720828
87195dac0ffffff,12276.723101619094
87195dac1ffffff,14983.56219508566
87195dac2ffffff,12281.892484808046
87195dac3ffffff,12281.583931107734
87195dac4ffffff,12911.309991524347
87195dac5ffffff,17619.336815550683
87195dac6ffffff,12277.02808749602
87195dac8ffffff,18977.09409382603
87195dac9ffffff,28776.489367455513
87195dacaffffff,12286.126815941467
87195dacbffffff,22267.964631550305
87195daccffffff,28789.876974586554
87195dacdffffff,30686.662730979522
87195daceffffff,17877.51346800466
87195dad0ffffff,1394.837616011843
87195dad1ffffff,5402.8094475527005
87195dad4ffffff,8112.035731040119
87195dad5ffffff,12282.197015492076
87195dad8ffffff,11993.458634448643
87195dad9ffffff,12291.300201657385
87195dadaffffff,14.712740388232488
87195dadbffffff,6716.666111795004
87195dadcffffff,12080.826772440214
87195daddffffff,12286.442966763252
87195dadeffffff,2677.032081042865
87195dae0ffffff,23347.01117628578
87195dae1ffffff,24013.989601376114
87195dae2ffffff,16512.030193865798
87195dae3ffffff,24024.10505896894
87195dae4ffffff,7834.847477907261
87195dae5ffffff,24004.469754821155
87195dae6ffffff,144.47594811092895
87195dae8ffffff,30193.610518301644
87195dae9ffffff,32024.03306458515
87195daeaffffff,27005.886722743973
87195daebffffff,30674.53405682124
87195daecffffff,30338.58047277145
87195daedffffff,36449.396125117324
87195daeeffffff,24023.50597157863
87195daf0ffffff,1124.2937181306334
87195daf1ffffff,12080.40055301036
87195daf2ffffff,6449.600736038341
87195daf3ffffff,11403.7545220446
87195daf5ffffff,170.91705143562984
87195db41ffffff,2176.971033118288
87195db43ffffff,2783.538951873154
87195db48ffffff,18541.435199344116
87195db49ffffff,18540.98137656105
87195db4affffff,18549.25552235186
87195db4bffffff,18548.802386981675
87195db4cffffff,14973.606506194057
87195db4dffffff,18533.616911111872
87195db4effffff,18541.882971836996
87195db58ffffff,11581.798076777764
87195db59ffffff,18777.65960907407
87195db5affffff,2942.0780143107404
87195db5bffffff,20305.80801840435
87195db5cffffff,1447.8188929513235
87195db5dffffff,18468.409200022845
87195db69ffffff,1980.493846033946
87195db6bffffff,10793.091151478659
