tile,cpc
10,0.4553403644069391
101,0.5182014746902581
103,0.540056330357345
104,0.5100642979440306
107,0.5505722170320517
110,0.0
111,0.0
113,0.5021865786890716
114,0.5263463389234048
117,0.5473774406799443
118,0.5123865444148542
119,0.4866681645368735
132,0.5222263474054447
135,0.546977881074338
138,0.0
143,0.5521279933075395
146,0.43616628513083067
147,0.49136949066376057
148,0.4698946584131153
151,0.0
153,0.4869932036559644
156,0.6223464117019234
157,0.420695202486344
158,0.4749136124621918
160,0.4697267618735866
161,0.504807529271674
163,0.49058832044295897
164,0.4781726228600704
165,0.5298045110969539
166,0.5002932551319648
169,0.0
17,0.5952931288085732
173,0.4941252196609081
174,0.0
177,0.5076926475178688
178,0.4839556379876661
18,0.47686832740213525
187,0.0
189,0.4852354349561053
190,0.6042496012452517
191,0.7633534237012393
192,0.49847473853094204
195,0.43636636528141703
196,0.5524287716020552
202,0.5147826086956522
206,0.0
207,0.48395788221081487
208,0.4375628733665138
209,0.5008334697588862
21,0.4471808358996147
210,0.5724280116813497
212,0.6287066262635543
213,0.5394435289323267
214,0.0
216,0.0
22,0.33458654295667256
221,0.5717616571656318
227,0.0
23,0.4872569637669006
230,0.0
235,0.5219607843137255
240,0.5491127702899253
241,0.5741232180520749
246,0.6408392566745564
248,0.5083080552332369
251,0.5608876384628931
253,0.7010906753125952
255,0.6173283292050673
256,0.5384405383416145
264,0.0
266,0.5150593410425676
267,0.5423852612315152
270,0.45711927395460394
271,0.5454102303479296
274,0.4420177812137611
275,0.0
277,0.444040689559014
278,0.5544399498339361
284,0.5997782705099778
287,0.0
290,0.478471628172227
293,0.49639481141751984
295,0.5334472256375328
296,0.526127299365131
297,0.4095715080690039
30,0.4744788938262832
300,0.5000335146449373
301,0.6041215993723481
302,0.5149954613140288
303,0.5452835666490762
306,0.5607661822985469
31,0.4873168056520124
311,0.5766738660907127
318,0.4912494975483081
319,0.49710150062032976
32,0.3572486957843948
320,0.5251751431973135
321,0.4660988903469572
323,0.4342586865347886
325,0.48729018735266655
326,0.5671119592875318
328,0.6470126134009199
331,0.5482977038796516
333,0.723202170963365
342,0.2530979396357123
345,0.5563242289920247
347,0.448975488418421
348,0.47729881106072514
349,0.5483378842365779
352,0.49634325843534827
354,0.46180116746329686
355,0.37806253509115556
356,0.5023244551823765
358,0.0
359,0.37988966900702104
360,0.5977055449330784
362,0.6890838206627681
364,0.0
365,0.45739551366738673
367,0.0
37,0.6537977452368041
371,0.18860550909912285
373,0.40881003790566756
377,0.46986210420049873
379,0.5139227301636413
38,0.4692218350754936
383,0.41356318413976545
386,0.5492813123300951
388,0.609159109846013
389,0.0
39,0.5657538510680503
390,0.7498039215686274
396,0.0
399,0.35574920293936063
4,0.5162898196269294
40,0.4657567206335664
401,0.525470615910509
402,0.5570204404215137
405,0.5389889281245703
408,0.5352910243397206
41,0.47077511334111427
411,0.4423799673858245
412,0.4657496862507892
414,0.5363837576461616
417,0.6004092370651856
42,0.4807351085624099
422,0.4811452396245518
43,0.4386305822435157
437,0.40001336491488493
438,0.6755246491990563
439,0.46934865900383144
44,0.4275668843217688
440,0.0
444,0.0
445,0.5397430123864031
447,0.0
45,0.6014461931093151
450,0.43076206280015494
456,0.4154895848312834
463,0.4991235553378282
467,0.5935922927126183
47,0.5034149309803924
49,0.5386533284385707
5,0.5311575543921778
50,0.5439370362620762
54,0.5788172982109591
55,0.5018315018315018
56,0.0
57,0.5333398140346178
58,0.546580006190034
59,0.0
60,0.48559670781893005
70,0.5404924813993387
72,0.5308358955971384
73,0.46685360762946265
78,0.5562235069162108
80,0.6593055829698403
82,0.4989026424894455
84,0.399221927426477
87,0.43107026386006525
88,0.589557039486348
9,0.7011785269158114
91,0.4920940506516884
93,0.47861012213410287
94,0.4359950300761639
97,0.46927443779254846
98,0.5001764257894166
99,0.485286552221925
