tile,cpc
10,0.45526697706169567
101,0.5181938452957284
103,0.5367935351414621
104,0.5146517221585261
107,0.5397043821874997
110,0.0
111,0.0
113,0.5009038868216696
114,0.5252703447504122
117,0.5547567769453274
118,0.5137737603907284
119,0.48609906460018076
132,0.5252768906396165
135,0.5463444596122652
138,0.0
143,0.5521279933075395
146,0.4361674359620593
147,0.49117196628392956
148,0.48111673158966667
151,0.0
153,0.4869932036559644
156,0.6248499107047365
157,0.4235090609470907
158,0.47426490641416696
160,0.47063921809728154
161,0.5070039355212854
163,0.48588469349059316
164,0.4781610665586529
165,0.5296741154136884
166,0.5002932551319648
169,0.0
17,0.5952931288085732
173,0.4919023800787753
174,0.0
177,0.5083217991772169
178,0.48395349911331126
18,0.47686832740213525
187,0.0
189,0.4852354349561053
190,0.5933699238186159
191,0.763339178867368
192,0.4983220566575048
195,0.4359896732599604
196,0.5524287716020552
202,0.5147826086956522
206,0.0
207,0.483954639744805
208,0.43755524761950426
209,0.5008214957069304
21,0.444695932928237
210,0.5723706034548277
212,0.6172159702958312
213,0.5400668896345513
214,0.0
216,0.0
22,0.34290834046043345
221,0.5714962924467353
227,0.0
23,0.5066048865683369
230,0.0
235,0.5219607843137255
240,0.5491127702899253
241,0.5733930893876723
246,0.63942743075096
248,0.5074796660263726
251,0.5608657865853973
253,0.7010751547683248
255,0.6138555253742325
256,0.5384375383339349
264,0.0
266,0.5146531796582955
267,0.5373444113668024
270,0.4569715972483066
271,0.5443131386112591
274,0.4420177812137611
275,0.0
277,0.4440136686874762
278,0.5532048566971639
284,0.5997782705099778
287,0.0
290,0.478471628172227
293,0.5096623250427484
295,0.47242255181644555
296,0.526127299365131
297,0.4095715080690039
30,0.4741310099730002
300,0.5017497619847671
301,0.6035787080345427
302,0.5122312147122488
303,0.54528336239003
306,0.5607661822985469
31,0.4949325924419842
311,0.5766738660907127
318,0.49547749412222913
319,0.4939156134114419
32,0.36780711034028535
320,0.5178403980409726
321,0.45163191103784034
323,0.4346974759964693
325,0.4875462719134598
326,0.5671119592875318
328,0.6520100747721675
331,0.5482977038796516
333,0.723202170963365
342,0.25871358797991584
345,0.5616903852758691
347,0.46356076403569313
348,0.48782078621476666
349,0.5552205404997312
352,0.492323325364776
354,0.45943611860695344
355,0.3962238474538367
356,0.5088982690246487
358,0.0
359,0.37988966900702104
360,0.5977055449330784
362,0.6890838206627681
364,0.0
365,0.4573924848957886
367,0.0
37,0.6435870208032244
371,0.19047190635147895
373,0.43178011282466827
377,0.4802996558915071
379,0.5093027883174831
38,0.4692218350754936
383,0.4184447050757824
386,0.5490814021880033
388,0.6091062359620919
389,0.0
39,0.5689222248098046
390,0.7498039215686274
396,0.0
399,0.365718451256667
4,0.5109661101055943
40,0.4659010521309242
401,0.5376569956702069
402,0.5551503446596484
405,0.5378448103121849
408,0.5330279561517944
41,0.46788043259984596
411,0.44940770751838977
412,0.46643533877453625
414,0.5413479224991465
417,0.6004092370651856
42,0.47475855073530093
422,0.48111209470527744
43,0.4398029902322355
437,0.3999992301083857
438,0.6755246491990563
439,0.46934865900383144
44,0.42649596295826775
440,0.0
444,0.0
445,0.5326772941858213
447,0.0
45,0.6014461931093151
450,0.44728134698913447
456,0.42173306143270106
463,0.4853146977802824
467,0.597903458468659
47,0.5000082252265181
49,0.5389248006586078
5,0.5298871455189107
50,0.5425653043855936
54,0.5717143392298236
55,0.5018315018315018
56,0.0
57,0.5333327404237951
58,0.546580006190034
59,0.0
60,0.48559670781893005
70,0.5403875644745146
72,0.527804158737742
73,0.46999549634304477
78,0.5584169032515893
80,0.6579465964438542
82,0.49537312206971784
84,0.4169250094652499
87,0.43107026386006525
88,0.5898819433647734
9,0.6930909252516323
91,0.49206703798932794
93,0.4820234207703405
94,0.4400604965579696
97,0.47113282105410836
98,0.5009744984474832
99,0.4829238003824355
