tile,cpc
10,0.4550543485291074
101,0.5182178166649608
103,0.5395154836797166
104,0.5120921153998278
107,0.555504985915276
110,0.0
111,0.0
113,0.49703036344700474
114,0.5254857445511816
117,0.5463044771088773
118,0.5137751718048034
119,0.4857117629098587
132,0.5240599246787035
135,0.5467593872732658
138,0.0
143,0.5521279933075395
146,0.43620962214681225
147,0.49411654008628436
148,0.47077376756307926
151,0.0
153,0.4869932036559644
156,0.6205220429783439
157,0.4239332801168915
158,0.4741368508475564
160,0.4710464923254052
161,0.5039966756419212
163,0.4837851282634273
164,0.4782627069811196
165,0.5298681633000998
166,0.5002932551319648
169,0.0
17,0.5952931288085732
173,0.4923000660545925
174,0.0
177,0.5111794729134047
178,0.4839746977346953
18,0.47686832740213525
187,0.0
189,0.4852354349561053
190,0.5979906094092745
191,0.7633540568049669
192,0.49854122469320566
195,0.4355970350784341
196,0.5524287716020552
202,0.5147826086956522
206,0.0
207,0.4839782926810664
208,0.4375896412947921
209,0.5008684708338341
21,0.44582215829730937
210,0.5724676744148578
212,0.6153042964312303
213,0.5392087980081107
214,0.0
216,0.0
22,0.3340855991362341
221,0.5710317407867461
227,0.0
23,0.49374051598543595
230,0.0
235,0.5219607843137255
240,0.5491127702899253
241,0.5719929548625139
246,0.6399917473227291
248,0.507100228018077
251,0.5609834585966411
253,0.7011018599587836
255,0.6173405147785862
256,0.5384502583664966
264,0.0
266,0.5143263107397108
267,0.5409350261532898
270,0.45726580142583284
271,0.5406443683656361
274,0.4420177812137611
275,0.0
277,0.4441892852968501
278,0.554965613641857
284,0.5997782705099778
287,0.0
290,0.478471628172227
293,0.49825735044789277
295,0.5407004666331777
296,0.526127299365131
297,0.4095715080690039
30,0.47282681645422375
300,0.5007311530437948
301,0.6035777858905161
302,0.5148044888290143
303,0.5453385633972664
306,0.5607661822985469
31,0.48749638715953825
311,0.5766738660907127
318,0.4952113868989267
319,0.4959235397417208
32,0.3604880343020546
320,0.5322244062198219
321,0.4757421445532641
323,0.43346400121209944
325,0.48762236031544665
326,0.5671119592875318
328,0.6529574404001037
331,0.5482977038796516
333,0.723202170963365
342,0.2613799304176324
345,0.565390799461764
347,0.4625892933912241
348,0.48667824898902207
349,0.5461569249824337
352,0.4914198516856145
354,0.4616652202451613
355,0.37547325546520505
356,0.5003338725881132
358,0.0
359,0.37988966900702104
360,0.5977055449330784
362,0.6890838206627681
364,0.0
365,0.4574071960721224
367,0.0
37,0.6525972681180813
371,0.19877818555185084
373,0.4206912667780147
377,0.47108848186879204
379,0.5094585408761888
38,0.4692218350754936
383,0.40621450743041204
386,0.5496737414678318
388,0.6092029156495782
389,0.0
39,0.5659681065347096
390,0.7498039215686274
396,0.0
399,0.3535044993273012
4,0.5069117589731658
40,0.4651666413302623
401,0.5380359234206086
402,0.5549264257042746
405,0.5380677599098522
408,0.5363431811125248
41,0.46717377674254573
411,0.4355604572425474
412,0.46661684125511704
414,0.5364870696435545
417,0.6004092370651856
42,0.47768897182514464
422,0.4813431996759496
43,0.4386604153137442
437,0.40007099909068133
438,0.6755246491990563
439,0.46934865900383144
44,0.4259752597071274
440,0.0
444,0.0
445,0.5364529442392797
447,0.0
45,0.6014461931093151
450,0.4436395953371083
456,0.43010325825862256
463,0.4921266621797623
467,0.5940264790940633
47,0.5001398916738361
49,0.5393215099687085
5,0.5309071169186246
50,0.5415916880919944
54,0.5771814810045683
55,0.5018315018315018
56,0.0
57,0.5333640327307203
58,0.546580006190034
59,0.0
60,0.48559670781893005
70,0.5403950473794624
72,0.5312877836681548
73,0.46926935423175503
78,0.5594585506680588
80,0.6603793599811276
82,0.49838430144881823
84,0.40591979130194167
87,0.43107026386006525
88,0.585830458323462
9,0.6905906625309214
91,0.4921646394839039
93,0.4838878757708103
94,0.4376313464830151
97,0.47029096422655037
98,0.5011776239019291
99,0.48307524873813734
